order_id,customer_id,product_id,order_date,quantity,unit_price,status
O00964,C1629,P015,2023-12-06,2,3517.06,pending
O00965,C0435,P014,2024-06-30,1,502.39,pending
O00966,C1938,P005,2023-12-28,2,1309.87,returned
O00967,C0651,P013,2022-12-24,1,3491.86,returned
O00968,C0096,P027,2023-03-10,1,1693.75,pending
O00969,C0670,P025,2024-02-09,1,2191.43,completed
O00970,C1319,P001,2024-06-30,4,1730.55,returned
O00971,C0076,P034,2024-03-29,1,837.58,completed
O00972,C0963,P027,2022-09-10,2,1644.45,completed
O00973,C0820,P036,2023-02-13,3,1457.28,completed
O00974,C0806,P030,2024-02-03,1,902.89,completed
O00975,C1727,P040,2023-09-11,1,1043.68,completed
O00976,C0285,P021,2023-03-07,3,2060.8,completed
O00977,C0349,P013,2023-04-27,2,3497.02,pending
O00978,C0011,P004,2024-04-02,1,2659.44,completed
O00979,C0099,P005,2023-06-12,1,1318.52,returned
O00980,C0553,P011,2024-06-30,4,3678.65,completed
O00981,C0259,P010,2023-07-19,3,2295.53,returned
O00982,C1305,P008,2024-06-30,2,2625.22,returned
O00983,C1355,P018,2024-02-06,1,1837.76,completed
O00984,C0189,P019,2023-06-09,2,3463.78,completed
O00985,C1351,P014,2024-06-30,2,485.24,returned
O00986,C0124,P001,2024-06-30,2,1784.0,returned
O00987,C0385,P007,2024-06-30,1,404.23,pending
O00988,C1053,P020,2024-06-30,2,3666.94,pending
O00989,C0217,P015,2023-04-28,4,3517.05,returned
O00990,C1778,P033,2024-06-30,1,3885.35,completed
O00991,C0570,P011,2024-06-30,2,3895.27,pending
O00992,C1328,P010,2022-08-29,1,2022.14,completed
O00993,C0493,P030,2022-03-28,1,815.21,pending
O00994,C0928,P017,2023-07-16,1,3001.61,completed
O00995,C0884,P010,2024-05-28,1,2135.5,completed
O00996,C0109,P018,2024-06-30,1,1641.92,returned
O00997,C1500,P013,2024-06-30,1,3275.94,pending
O00998,C0566,P039,2023-06-29,1,3450.27,completed
O00999,C1324,P008,2024-04-20,1,2541.94,completed
O01000,C1179,P016,2023-05-08,1,3462.81,completed
O01001,C1808,P026,2024-06-30,1,1269.22,completed
O01002,C1015,P011,2022-09-02,3,3539.85,completed
O01003,C1446,P019,2024-06-30,2,3314.88,pending
O01004,C1860,P040,2024-06-30,1,1058.09,completed
O01005,C0349,P005,2023-12-15,1,1244.7,returned
O01006,C0291,P031,2024-03-03,1,3880.61,completed
O01007,C1805,P011,2023-03-21,2,3837.35,pending
O01008,C0722,P038,2024-06-30,1,2644.68,returned
O01009,C0225,P002,2023-10-05,2,1188.56,completed
O01010,C1076,P011,2024-06-30,3,3791.54,completed
O01011,C0624,P029,2023-10-04,1,1110.11,pending
O01012,C0528,P032,2024-06-30,1,2605.82,completed
O01013,C0617,P022,2024-06-30,4,1064.28,pending
O01014,C0992,P018,2022-08-24,2,1837.0,completed
O01015,C0303,P015,2024-06-30,2,3375.29,returned
O01016,C0064,P037,2022-11-18,2,3258.39,completed
O01017,C0423,P013,2022-11-22,4,3262.5,completed
O01018,C1978,P035,2023-04-01,4,1250.18,pending
O01019,C0359,P023,2023-12-25,4,538.9,returned
O01020,C1936,P020,2024-06-30,1,3622.99,completed
O01021,C1709,P008,2024-04-13,1,2720.55,completed
O01022,C0591,P001,2024-05-24,1,1847.21,returned
O01023,C1395,P034,2024-06-30,5,834.79,completed
O01024,C0622,P019,2024-06-30,1,3430.24,returned
O01025,C0084,P019,2022-11-29,3,3331.68,returned
O01026,C0627,P028,2022-07-31,1,3001.74,completed
O01027,C0515,P023,2023-04-29,4,573.97,pending
O01028,C1363,P010,2024-06-30,5,2234.38,completed
O01029,C1502,P028,2024-06-30,2,2653.86,completed
O01030,C0066,P023,2024-06-30,1,564.47,returned
O01031,C0866,P007,2024-06-30,4,410.85,pending
O01032,C0637,P037,2024-06-30,1,3210.62,pending
O01033,C0286,P013,2024-06-30,1,3283.29,completed
O01034,C0617,P006,2023-08-03,1,1237.23,returned
O01035,C1118,P025,2023-11-03,3,2504.5,completed
O01036,C0284,P029,2024-06-30,2,1138.34,completed
O01037,C0960,P028,2024-06-30,1,3060.54,returned
O01038,C0057,P002,2024-06-30,5,1086.88,completed
O01039,C1260,P016,2024-05-17,2,3626.16,pending
O01040,C1113,P019,2024-01-21,1,3746.93,completed
O01041,C0826,P001,2024-06-30,1,1869.74,pending
O01042,C0943,P006,2022-12-21,1,1218.99,completed
O01043,C0683,P007,2024-06-30,3,388.72,completed
O01044,C1771,P008,2022-06-14,2,2818.05,completed
O01045,C1437,P034,2023-08-22,1,850.27,returned
O01046,C0280,P010,2023-12-12,1,2093.49,completed
O01047,C1650,P040,2023-12-20,2,1024.32,completed
O01048,C0314,P008,2024-05-13,2,2628.19,completed
O01049,C0971,P033,2022-03-13,1,3664.69,completed
O01050,C0615,P031,2023-08-29,5,4426.07,pending
O01051,C0534,P029,2024-06-30,3,1159.25,returned
O01052,C0300,P002,2024-06-30,1,1157.87,completed
O01053,C0350,P035,2024-04-06,1,1256.56,completed
O01054,C1368,P038,2023-03-30,1,2561.57,returned
O01055,C0791,P007,2024-06-30,1,404.2,completed
O01056,C0058,P030,2024-02-29,1,866.86,pending
O01057,C0621,P040,2024-02-05,1,1164.89,completed
O01058,C1972,P030,2023-09-18,4,876.73,completed
O01059,C0325,P033,2024-06-30,3,3951.31,completed
O01060,C1849,P034,2024-01-29,1,760.34,completed
O01061,C0721,P037,2024-06-30,1,3131.73,completed
O01062,C0571,P020,2024-06-30,4,3326.41,returned
O01063,C0772,P039,2024-06-30,2,3530.85,pending
O01064,C1589,P034,2024-06-30,1,844.61,pending
O01065,C1957,P023,2024-06-30,2,577.94,completed
O01066,C0093,P011,2022-05-26,1,3726.8,returned
O01067,C1914,P031,2024-06-30,1,4024.37,completed
O01068,C0216,P025,2023-02-01,3,2345.07,completed
O01069,C0127,P017,2024-06-30,1,3144.76,completed
O01070,C0905,P039,2024-04-06,2,3221.71,completed
O01071,C0658,P029,2022-07-05,1,1227.83,pending
O01072,C1140,P013,2024-01-18,1,3294.74,completed
O01073,C0462,P011,2023-09-04,1,3646.33,completed
O01074,C0177,P002,2024-06-30,2,1131.11,completed
O01075,C0069,P001,2023-04-13,1,1766.51,pending
O01076,C1771,P022,2022-06-25,1,1056.91,pending
O01077,C1017,P014,2022-11-12,2,518.93,completed
O01078,C0731,P036,2024-06-30,3,1530.09,returned
O01079,C0876,P025,2023-12-23,4,2402.51,completed
O01080,C1603,P020,2023-11-05,1,3576.12,completed
O01081,C1232,P022,2023-09-16,1,1072.01,completed
O01082,C1889,P025,2024-03-04,2,2209.41,completed
O01083,C1983,P005,2022-11-11,2,1225.87,pending
O01084,C1909,P033,2024-06-30,1,4025.24,pending
O01085,C1429,P038,2023-04-10,1,2662.54,completed
O01086,C1338,P003,2024-01-02,1,3184.23,completed
O01087,C1819,P009,2024-04-25,1,1291.34,completed
O01088,C1893,P004,2024-06-30,1,2365.93,pending
O01089,C1853,P003,2024-06-30,1,3082.1,returned
O01090,C1226,P006,2024-06-30,4,1153.11,completed
O01091,C0555,P007,2024-06-11,1,385.12,completed
O01092,C0884,P020,2024-06-30,3,3795.22,completed
O01093,C0044,P002,2023-12-20,3,1156.59,pending
O01094,C1246,P002,2024-04-13,2,1021.04,returned
O01095,C1425,P028,2024-06-30,2,2870.34,completed
O01096,C0897,P040,2024-05-28,5,1069.14,completed
O01097,C0703,P004,2023-09-15,1,2373.8,completed
O01098,C0466,P035,2024-06-30,2,1360.91,completed
O01099,C1789,P004,2023-07-09,1,2388.11,completed
O01100,C0579,P021,2023-12-05,1,2038.54,completed
O01101,C0599,P039,2024-01-21,1,3576.97,completed
O01102,C0157,P035,2024-06-30,1,1302.51,completed
O01103,C1839,P029,2024-01-02,2,1219.07,pending
O01104,C0600,P016,2024-06-30,2,3562.77,pending
O01105,C1032,P004,2023-11-30,1,2505.23,pending
O01106,C0996,P006,2024-04-17,1,1089.0,pending
O01107,C0473,P036,2024-06-30,1,1428.56,completed
O01108,C0074,P029,2024-05-27,2,1129.11,completed
O01109,C0044,P003,2024-06-30,1,3360.09,completed
O01110,C1695,P004,2023-12-03,1,2587.22,returned
O01111,C0039,P025,2024-06-30,1,2269.71,returned
O01112,C0378,P028,2024-06-30,2,2921.53,completed
O01113,C1110,P002,2023-09-19,4,1146.43,completed
O01114,C1890,P038,2023-02-06,1,2302.62,pending
O01115,C0889,P004,2023-12-27,3,2563.95,completed
O01116,C1759,P030,2024-06-30,1,914.07,pending
O01117,C0533,P025,2024-03-03,1,2565.66,completed
O01118,C0271,P018,2022-04-09,3,1900.98,completed
O01119,C0512,P019,2023-10-15,1,3487.71,pending
O01120,C0562,P018,2024-06-30,2,1852.57,pending
O01121,C0026,P020,2022-09-17,2,3473.03,completed
O01122,C1736,P029,2024-06-30,1,1126.55,returned
O01123,C0076,P031,2023-10-02,2,4246.17,returned
O01124,C0120,P006,2024-06-30,1,1177.79,completed
O01125,C1953,P029,2024-04-09,1,1186.71,completed
O01126,C0532,P009,2024-05-30,1,1163.42,pending
O01127,C1344,P015,2023-01-14,1,3315.36,pending
O01128,C1763,P038,2024-06-30,1,2515.35,completed
O01129,C0125,P017,2022-12-04,1,3143.86,completed
O01130,C1107,P039,2022-06-25,1,3266.79,pending
O01131,C0909,P033,2022-10-01,1,3759.72,pending
O01132,C0761,P027,2024-06-30,1,1686.47,completed
O01133,C0294,P021,2023-11-03,2,1943.44,returned
O01134,C1838,P024,2024-06-25,1,680.38,pending
O01135,C0064,P024,2022-08-24,1,675.96,pending
O01136,C0053,P039,2023-08-30,1,3382.14,pending
O01137,C1605,P023,2023-09-08,4,537.81,pending
O01138,C0067,P010,2024-06-30,1,2334.07,completed
O01139,C1957,P015,2023-04-30,2,3872.83,pending
O01140,C1504,P035,2024-06-30,2,1331.61,pending
O01141,C1635,P039,2022-10-16,1,3501.67,returned
O01142,C0650,P013,2024-05-03,3,3216.77,completed
O01143,C0674,P024,2023-05-11,1,612.89,completed
O01144,C1420,P029,2023-07-05,2,1207.78,completed
O01145,C0164,P036,2024-01-24,2,1556.83,returned
O01146,C1240,P029,2023-07-17,3,1087.79,completed
O01147,C1896,P016,2024-06-30,3,3646.88,pending
O01148,C1364,P039,2022-12-08,1,3367.31,completed
O01149,C0242,P027,2022-05-17,1,1840.57,pending
O01150,C1013,P013,2024-06-30,4,3531.63,completed
O01151,C0342,P027,2024-03-17,1,1721.93,returned
O01152,C1522,P009,2024-04-26,3,1294.75,completed
O01153,C1414,P005,2023-10-26,1,1355.65,returned
O01154,C1852,P023,2024-01-23,1,566.11,completed
O01155,C1459,P008,2022-11-16,1,2884.84,completed
O01156,C1212,P040,2024-02-15,1,1131.95,completed
O01157,C1513,P029,2024-06-30,4,1161.78,returned
O01158,C0593,P009,2024-06-30,2,1272.81,pending
O01159,C1877,P006,2024-06-30,1,1064.73,pending
O01160,C0758,P030,2024-06-30,1,873.9,pending
O01161,C1480,P018,2024-06-30,4,1655.64,completed
O01162,C1011,P004,2023-12-27,2,2705.76,pending
O01163,C1041,P019,2024-05-26,1,3443.96,completed
O01164,C1953,P003,2024-06-29,3,3438.72,completed
O01165,C0882,P018,2023-08-13,2,1804.61,completed
O01166,C0712,P011,2024-06-30,1,3496.43,returned
O01167,C0459,P019,2022-10-18,4,3409.93,pending
O01168,C1544,P015,2023-03-14,2,3374.92,completed
O01169,C1131,P011,2024-03-30,1,3866.46,pending
O01170,C1102,P001,2024-06-01,1,1887.01,completed
O01171,C0417,P037,2024-06-07,1,2999.06,completed
O01172,C1702,P019,2024-06-30,4,3672.79,completed
O01173,C0911,P032,2024-02-07,1,2778.43,completed
O01174,C1499,P008,2024-06-30,5,2875.48,completed
O01175,C1490,P021,2023-03-05,1,1935.39,returned
O01176,C1292,P005,2024-06-30,2,1241.1,completed
O01177,C0888,P034,2022-05-31,1,863.68,completed
O01178,C1944,P001,2024-06-30,1,1818.37,completed
O01179,C1380,P017,2022-08-04,1,2969.85,completed
O01180,C1503,P019,2024-06-30,1,3625.9,completed
O01181,C1948,P014,2024-06-30,1,484.57,pending
O01182,C1252,P012,2024-06-30,1,1252.77,pending
O01183,C0779,P038,2024-06-30,1,2432.57,pending
O01184,C1346,P020,2023-03-27,3,3794.4,returned
O01185,C1004,P026,2024-01-01,2,1366.5,completed
O01186,C0198,P008,2023-03-05,5,2916.88,completed
O01187,C0860,P021,2024-06-30,1,1964.26,completed
O01188,C0952,P008,2024-06-30,1,2695.24,completed
O01189,C1585,P032,2024-06-30,2,2703.01,completed
O01190,C0596,P033,2024-06-10,1,4174.04,returned
O01191,C0125,P021,2023-10-10,1,1929.68,returned
O01192,C1657,P028,2023-06-08,1,3037.88,completed
O01193,C0995,P022,2023-10-21,2,943.84,returned
O01194,C0840,P037,2023-09-26,4,3043.81,completed
O01195,C1942,P040,2024-01-23,1,1111.18,completed
O01196,C1947,P025,2024-01-07,1,2454.75,completed
O01197,C1571,P005,2024-06-30,2,1283.39,completed
O01198,C1097,P011,2022-12-30,3,3568.04,completed
O01199,C0595,P024,2022-09-08,1,602.73,completed
O01200,C1926,P003,2022-02-06,3,3449.73,pending
O01201,C0210,P026,2024-06-30,3,1256.23,completed
O01202,C0618,P015,2023-10-14,2,3692.83,completed
O01203,C0558,P025,2022-12-14,2,2233.78,completed
O01204,C1766,P005,2024-04-23,1,1325.61,returned
O01205,C0042,P035,2023-04-03,2,1189.39,pending
O01206,C1624,P013,2024-05-16,3,3522.4,completed
O01207,C0871,P002,2024-06-30,1,1093.66,completed
O01208,C0542,P037,2024-06-30,1,2923.69,completed
O01209,C0456,P036,2023-11-27,1,1407.75,pending
O01210,C1038,P025,2024-06-30,1,2374.73,returned
O01211,C1949,P035,2024-06-30,2,1250.8,pending
O01212,C1998,P026,2023-03-05,3,1345.3,returned
O01213,C1154,P020,2022-10-08,1,3756.49,completed
O01214,C0196,P011,2023-08-25,1,3889.74,pending
O01215,C0512,P010,2022-07-02,1,2278.12,pending
O01216,C1481,P015,2023-08-09,1,3579.72,returned
O01217,C0638,P010,2023-06-17,1,2225.91,pending
O01218,C0833,P018,2024-02-25,2,1844.7,returned
O01219,C1118,P021,2024-06-30,5,1903.28,returned
O01220,C1452,P033,2023-07-26,2,4102.76,completed
O01221,C1887,P028,2022-09-23,2,2790.06,completed
O01222,C0332,P008,2023-09-26,1,2712.8,completed
O01223,C0080,P032,2024-06-30,1,2752.33,returned
O01224,C0287,P027,2024-06-30,1,1650.56,returned
O01225,C0603,P018,2024-06-30,2,1804.5,completed
O01226,C1155,P011,2024-06-30,1,3643.22,completed
O01227,C1645,P024,2024-06-30,2,606.38,returned
O01228,C0432,P009,2023-04-10,1,1271.09,returned
O01229,C0021,P027,2023-03-17,1,1698.65,completed
O01230,C0639,P013,2024-06-30,1,3109.24,returned
O01231,C0678,P004,2024-06-30,2,2580.92,completed
O01232,C0718,P036,2024-06-30,4,1422.07,completed
O01233,C1901,P018,2024-06-30,1,1889.65,returned
O01234,C1197,P024,2024-06-30,2,621.96,completed
O01235,C1150,P013,2024-06-30,1,3140.86,completed
O01236,C0574,P017,2022-07-19,2,2797.09,pending
O01237,C1203,P025,2023-11-21,1,2480.66,pending
O01238,C1239,P040,2022-12-26,2,1087.87,completed
O01239,C0006,P014,2023-01-30,1,546.78,completed
O01240,C0294,P031,2024-03-25,4,4087.01,completed
O01241,C0281,P029,2024-05-02,1,1132.42,completed
O01242,C1025,P016,2023-01-30,2,3628.68,returned
O01243,C1447,P023,2024-06-30,1,550.55,pending
O01244,C0161,P014,2024-06-30,5,558.79,completed
O01245,C1457,P028,2024-06-30,2,2842.89,completed
O01246,C1404,P036,2024-03-12,4,1494.72,completed
O01247,C0052,P030,2023-04-16,3,860.65,returned
O01248,C0438,P036,2024-01-13,4,1558.24,completed
O01249,C0784,P012,2024-06-30,4,1313.38,completed
O01250,C0906,P034,2024-06-30,1,829.8,completed
O01251,C0193,P017,2024-06-30,2,2742.19,completed
O01252,C0069,P018,2024-06-30,2,1742.22,completed
O01253,C0562,P004,2024-06-30,5,2675.26,returned
O01254,C1245,P030,2024-06-30,1,878.89,pending
O01255,C1654,P003,2022-10-21,1,3373.34,completed
O01256,C1446,P009,2024-05-09,1,1294.79,completed
O01257,C0115,P004,2023-04-29,1,2689.51,completed
O01258,C1747,P040,2024-06-30,2,1062.93,completed
O01259,C1839,P011,2024-06-30,4,3680.65,completed
O01260,C1058,P026,2022-09-04,1,1393.85,completed
O01261,C0134,P033,2024-06-30,1,3799.81,completed
O01262,C0909,P018,2022-07-23,2,1825.65,returned
O01263,C0355,P001,2024-06-30,1,1810.87,completed
O01264,C0700,P037,2024-06-30,3,2823.02,returned
O01265,C0181,P006,2023-01-22,1,1079.49,completed
O01266,C1211,P002,2024-06-30,3,1152.55,completed
O01267,C1307,P030,2024-06-30,1,914.79,completed
O01268,C0631,P013,2024-02-26,2,3456.98,completed
O01269,C0110,P019,2024-06-30,1,3341.45,completed
O01270,C0848,P013,2023-04-04,1,3166.12,completed
O01271,C0532,P029,2024-06-30,1,1135.77,pending
O01272,C0745,P034,2023-01-03,1,835.75,completed
O01273,C0076,P025,2024-05-21,1,2402.34,returned
O01274,C0711,P019,2024-06-30,1,3663.24,pending
O01275,C1130,P006,2024-01-14,2,1102.81,completed
O01276,C0958,P003,2023-01-04,4,3321.83,completed
O01277,C0974,P030,2023-12-11,2,864.41,returned
O01278,C1349,P003,2024-06-30,1,3100.29,completed
O01279,C1781,P011,2023-11-30,1,3532.25,completed
O01280,C0384,P020,2024-06-30,1,3604.0,completed
O01281,C0900,P030,2024-05-19,2,910.53,returned
O01282,C0970,P017,2023-12-15,2,3026.06,returned
O01283,C1390,P020,2024-06-30,1,3825.69,completed
O01284,C1563,P007,2024-06-30,1,401.74,pending
O01285,C0821,P002,2024-06-30,1,1041.44,completed
O01286,C1816,P034,2024-06-30,1,881.06,completed
O01287,C0267,P022,2024-06-30,3,945.19,completed
O01288,C0634,P023,2022-08-09,1,518.82,completed
O01289,C1349,P013,2024-06-01,4,3221.21,completed
O01290,C0379,P014,2022-10-16,1,540.09,completed
O01291,C1403,P024,2024-06-30,1,596.96,completed
O01292,C0965,P026,2023-10-14,2,1447.79,returned
O01293,C1703,P016,2023-05-25,3,3459.68,completed
O01294,C0652,P026,2024-03-04,3,1444.53,returned
O01295,C1223,P035,2023-02-10,1,1258.16,pending
O01296,C0056,P039,2024-06-30,1,3338.05,completed
O01297,C0697,P001,2024-06-30,2,1866.45,completed
O01298,C1323,P009,2023-09-24,1,1137.48,completed
O01299,C0892,P022,2023-11-29,1,966.02,completed
O01300,C0584,P025,2024-06-30,2,2368.42,completed
O01301,C1964,P012,2023-08-29,1,1251.66,completed
O01302,C0953,P023,2022-06-22,2,513.13,returned
O01303,C1646,P011,2022-10-05,1,3673.49,returned
O01304,C1406,P001,2023-08-30,1,1927.01,returned
O01305,C0866,P020,2024-01-09,1,3717.27,completed
O01306,C1237,P033,2023-07-20,1,3932.32,completed
O01307,C1729,P024,2024-06-30,1,598.96,returned
O01308,C1089,P006,2023-04-08,1,1126.53,pending
O01309,C0529,P033,2023-08-12,3,4095.04,returned
O01310,C0891,P030,2023-01-08,1,828.52,returned
O01311,C0943,P004,2023-11-06,4,2618.81,completed
O01312,C0872,P019,2023-06-14,3,3274.19,completed
O01313,C0367,P023,2024-02-20,1,543.85,completed
O01314,C1303,P039,2024-03-09,1,3619.01,pending
O01315,C1513,P016,2024-06-30,1,3723.34,completed
O01316,C1489,P032,2024-06-30,1,2527.52,returned
O01317,C1412,P016,2024-06-30,4,3944.64,pending
O01318,C1166,P003,2024-06-30,1,3244.35,completed
O01319,C1248,P007,2024-06-30,1,414.6,completed
O01320,C0692,P020,2024-03-07,1,3299.83,completed
O01321,C1478,P006,2024-06-30,3,1144.6,completed
O01322,C1626,P037,2024-01-01,1,2929.56,pending
O01323,C1105,P004,2024-02-25,1,2530.82,returned
O01324,C0563,P012,2024-03-30,1,1249.51,pending
O01325,C0817,P019,2024-03-02,1,3494.95,completed
O01326,C1602,P009,2023-05-24,1,1220.77,completed
O01327,C0199,P015,2024-06-30,1,3481.62,completed
O01328,C1253,P039,2023-10-27,3,3537.57,pending
O01329,C0674,P025,2024-03-12,1,2398.09,completed
O01330,C0698,P023,2024-06-30,3,517.61,returned
O01331,C0432,P011,2023-11-03,2,3485.74,completed
O01332,C1354,P006,2023-11-17,2,1168.6,completed
O01333,C0171,P034,2023-09-05,1,790.74,completed
O01334,C0925,P030,2024-06-30,1,900.56,completed
O01335,C1279,P037,2024-06-30,1,3269.45,completed
O01336,C1539,P036,2024-06-30,2,1574.58,returned
O01337,C1887,P009,2023-12-10,1,1317.65,completed
O01338,C0199,P014,2024-06-30,1,488.24,completed
O01339,C0366,P026,2023-04-11,2,1324.39,completed
O01340,C0857,P018,2024-06-30,1,1732.14,completed
O01341,C1361,P021,2024-04-04,2,1998.97,completed
O01342,C1760,P032,2024-04-04,3,2532.45,returned
O01343,C0322,P026,2023-10-12,1,1364.14,completed
O01344,C1563,P012,2024-05-24,2,1136.52,pending
O01345,C1338,P027,2024-06-30,1,1744.58,pending
O01346,C0460,P040,2023-03-09,2,1180.98,pending
O01347,C1169,P002,2024-06-30,1,1056.35,pending
O01348,C1282,P006,2024-06-30,5,1067.54,pending
O01349,C1810,P025,2024-06-30,2,2515.9,completed
O01350,C0938,P016,2023-10-28,1,3964.79,completed
O01351,C0661,P019,2024-06-30,1,3278.43,pending
O01352,C0945,P016,2023-09-06,2,3668.51,completed
O01353,C1632,P030,2023-06-28,2,827.03,pending
O01354,C1716,P011,2024-01-27,1,3760.22,completed
O01355,C0015,P027,2024-03-25,3,1843.97,returned
O01356,C0145,P017,2024-06-30,4,2995.35,pending
O01357,C1326,P002,2024-04-02,1,1159.52,completed
O01358,C0600,P003,2024-05-12,1,3429.05,pending
O01359,C1289,P029,2024-06-30,1,1068.28,completed
O01360,C1735,P038,2023-04-19,3,2336.76,completed
O01361,C0751,P022,2024-06-11,1,976.46,returned
O01362,C0431,P007,2024-04-26,1,396.73,returned
O01363,C1842,P032,2024-06-30,3,2732.69,completed
O01364,C0605,P029,2024-06-30,1,1128.48,completed
O01365,C1164,P039,2023-04-06,1,3284.24,pending
O01366,C0591,P015,2024-02-28,4,3620.47,completed
O01367,C0629,P037,2024-01-20,2,3014.01,returned
O01368,C1379,P010,2024-04-28,2,2228.04,completed
O01369,C1245,P025,2024-01-12,1,2271.04,completed
O01370,C1195,P010,2023-02-18,2,2075.46,pending
O01371,C1527,P026,2024-06-30,1,1444.97,completed
O01372,C1319,P038,2023-09-09,3,2418.66,completed
O01373,C0775,P011,2024-06-30,4,3618.97,returned
O01374,C1838,P001,2023-09-20,2,1666.69,completed
O01375,C0634,P015,2022-10-15,1,3646.68,completed
O01376,C1332,P023,2023-08-11,1,554.76,completed
O01377,C1721,P015,2024-06-30,2,3504.26,completed
O01378,C0817,P007,2024-06-30,5,385.11,completed
O01379,C1134,P035,2024-06-30,4,1356.72,completed
O01380,C0915,P034,2024-06-30,1,785.99,completed
O01381,C1413,P016,2024-06-30,1,3832.85,completed
O01382,C0083,P018,2024-02-01,2,1654.05,completed
O01383,C1502,P009,2024-06-30,2,1140.79,completed
O01384,C0500,P038,2024-06-30,1,2331.3,completed
O01385,C0654,P005,2024-06-30,1,1199.93,completed
O01386,C0975,P007,2023-10-02,2,366.87,returned
O01387,C0615,P001,2024-02-13,2,1898.28,completed
O01388,C1475,P013,2024-06-30,2,3401.29,returned
O01389,C0002,P027,2024-05-06,2,1704.77,completed
O01390,C0674,P031,2024-02-06,2,4515.56,completed
O01391,C0542,P016,2024-03-12,1,3809.11,pending
O01392,C0633,P029,2024-06-30,1,1184.98,completed
O01393,C0999,P021,2024-06-12,4,1991.57,returned
O01394,C0335,P005,2023-04-30,3,1315.42,completed
O01395,C1896,P022,2024-06-30,2,1025.29,completed
O01396,C0397,P015,2024-06-30,1,3584.58,completed
O01397,C1570,P031,2024-06-30,1,4071.13,pending
O01398,C0431,P010,2024-06-30,1,2051.82,returned
O01399,C1610,P011,2022-11-25,2,3427.73,pending
O01400,C0971,P039,2023-12-17,3,3646.07,completed
O01401,C0469,P031,2024-06-30,4,4435.74,completed
O01402,C0297,P022,2023-06-29,2,1073.31,completed
O01403,C0922,P028,2023-05-05,2,2968.76,completed
O01404,C1562,P004,2024-04-08,5,2481.64,completed
O01405,C1997,P018,2024-01-25,1,1830.14,completed
O01406,C1356,P019,2023-03-27,3,3274.28,returned
O01407,C1620,P021,2024-06-30,2,2065.56,completed
O01408,C1265,P029,2024-06-30,3,1065.11,completed
O01409,C0329,P031,2023-01-06,4,4270.96,completed
O01410,C1600,P025,2024-06-30,2,2533.41,returned
O01411,C0512,P039,2023-01-19,2,3238.59,completed
O01412,C1310,P018,2024-05-19,2,1753.67,completed
O01413,C0228,P009,2024-06-30,4,1143.4,returned
O01414,C1689,P010,2023-09-06,2,2185.67,pending
O01415,C0181,P016,2023-12-17,1,3730.31,completed
O01416,C1141,P019,2023-08-29,2,3341.48,completed
O01417,C1784,P021,2024-06-30,5,1943.74,returned
O01418,C1531,P012,2023-06-13,1,1162.02,completed
O01419,C0683,P017,2024-06-30,1,3096.89,completed
O01420,C0288,P027,2023-11-10,1,1791.53,completed
O01421,C1704,P004,2024-06-30,4,2547.04,completed
O01422,C1159,P003,2024-01-30,5,3513.1,completed
O01423,C1619,P032,2024-06-30,1,2552.64,completed
O01424,C1505,P037,2022-08-15,1,3054.74,completed
O01425,C1090,P033,2022-07-23,3,3685.23,returned
O01426,C1250,P013,2024-06-30,3,3472.64,returned
O01427,C1675,P030,2024-06-30,1,937.16,completed
O01428,C1333,P005,2023-07-17,1,1295.13,returned
O01429,C1081,P028,2024-06-30,4,2801.97,completed
O01430,C0014,P025,2024-06-30,1,2270.01,returned
O01431,C0309,P015,2024-06-30,2,3739.15,pending
O01432,C0938,P013,2024-06-30,3,3368.64,completed
O01433,C1830,P010,2024-06-30,1,2036.54,completed
O01434,C0372,P002,2024-03-03,2,1180.36,completed
O01435,C1597,P035,2024-02-27,1,1172.51,completed
O01436,C1902,P014,2023-05-24,1,492.69,completed
O01437,C0478,P023,2024-04-06,1,582.18,returned
O01438,C0253,P002,2023-03-23,1,1144.55,completed
O01439,C0780,P029,2023-07-06,1,1082.04,returned
O01440,C1209,P006,2023-04-13,5,1158.35,pending
O01441,C1484,P008,2023-12-12,1,2611.49,returned
O01442,C1517,P023,2023-11-07,2,532.3,completed
O01443,C0431,P033,2023-10-31,1,3792.54,completed
O01444,C1936,P002,2024-06-30,1,1155.17,returned
O01445,C1970,P023,2022-09-12,1,531.69,completed
O01446,C0890,P020,2023-12-03,1,3693.57,returned
O01447,C1794,P002,2023-12-25,5,1060.78,completed
O01448,C0093,P016,2022-09-17,1,3407.72,pending
O01449,C0319,P031,2022-07-01,3,3908.14,completed
O01450,C1775,P019,2024-06-30,1,3499.37,completed
O01451,C0859,P012,2022-08-26,4,1307.44,completed
O01452,C0748,P011,2024-06-30,1,3455.36,returned
O01453,C1281,P017,2024-06-30,2,2749.67,completed
O01454,C0680,P031,2023-03-17,1,4461.38,returned
O01455,C0096,P025,2023-12-06,3,2461.6,completed
O01456,C0324,P001,2024-06-22,1,1712.62,returned
O01457,C0136,P031,2024-03-18,1,4149.6,pending
O01458,C0902,P039,2023-06-29,3,3205.45,returned
O01459,C0962,P009,2024-06-30,1,1236.22,pending
O01460,C1369,P031,2023-07-22,1,4433.45,pending
O01461,C0402,P015,2022-08-30,2,3761.04,completed
O01462,C0462,P006,2024-06-30,2,1197.86,completed
O01463,C1817,P007,2024-06-30,1,369.09,completed
O01464,C0674,P030,2024-06-30,2,885.54,pending
