order_id,customer_id,product_id,order_date,quantity,unit_price,line_revenue,status,is_completed
O02192,C1576,P012,2024-03-28,1,1238.5,1238.5,completed,True
O02193,C0780,P040,2023-08-04,1,1115.23,1115.23,returned,False
O02194,C1014,P035,2024-06-30,1,1269.13,1269.13,pending,False
O02195,C1177,P033,2024-05-01,1,4170.53,4170.53,completed,True
O02196,C0656,P037,2024-04-18,1,3268.65,3268.65,completed,True
O02197,C1620,P035,2024-06-30,1,1265.54,1265.54,returned,False
O02198,C1318,P016,2023-03-15,1,3819.72,3819.72,completed,True
O02199,C1359,P025,2024-06-30,1,2421.93,2421.93,returned,False
O02200,C1166,P002,2023-08-27,2,1041.71,2083.42,pending,False
O02201,C0361,P024,2023-10-16,1,599.34,599.34,pending,False
O02202,C0806,P038,2024-06-30,1,2348.32,2348.32,pending,False
O02203,C0603,P016,2024-06-30,2,3482.06,6964.12,pending,False
O02204,C1515,P018,2023-10-01,3,1866.32,5598.96,completed,True
O02205,C1775,P035,2024-02-13,5,1347.18,6735.9,completed,True
O02206,C0697,P011,2024-06-30,1,3738.11,3738.11,completed,True
O02207,C0383,P022,2024-06-30,2,1090.32,2180.64,completed,True
O02208,C1872,P025,2023-09-01,1,2404.94,2404.94,returned,False
O02209,C1938,P015,2023-10-05,3,3422.15,10266.45,pending,False
O02210,C1246,P024,2024-06-30,1,668.8,668.8,pending,False
O02211,C0218,P026,2024-06-30,1,1252.57,1252.57,returned,False
O02212,C1063,P025,2024-06-30,4,2398.48,9593.92,completed,True
O02213,C1250,P032,2023-09-10,3,2532.88,7598.64,completed,True
O02214,C0460,P013,2022-10-26,1,3394.95,3394.95,pending,False
O02215,C1689,P005,2024-06-30,4,1199.27,4797.08,returned,False
O02216,C1227,P011,2023-08-26,1,3642.21,3642.21,completed,True
O02217,C1192,P018,2024-06-30,3,1652.52,4957.56,completed,True
O02218,C0431,P020,2024-06-30,1,3457.17,3457.17,completed,True
O02219,C0670,P013,2023-05-15,1,3452.03,3452.03,completed,True
O02220,C1269,P027,2023-10-11,1,1802.55,1802.55,pending,False
O02221,C0200,P028,2024-06-30,1,2763.11,2763.11,completed,True
O02222,C1966,P018,2024-06-30,5,1670.81,8354.05,completed,True
O02223,C0581,P003,2023-08-04,3,3139.35,9418.05,returned,False
O02224,C1261,P008,2024-06-30,2,2751.08,5502.16,pending,False
O02225,C0124,P009,2024-06-30,3,1130.0,3390.0,completed,True
O02226,C0266,P033,2023-02-15,2,4177.54,8355.08,completed,True
O02227,C0824,P009,2022-11-11,4,1239.69,4958.76,returned,False
O02228,C0853,P021,2024-01-01,3,2015.44,6046.32,returned,False
O02229,C1623,P035,2024-06-30,1,1219.39,1219.39,completed,True
O02230,C0284,P022,2024-06-30,2,1098.75,2197.5,completed,True
O02231,C1109,P022,2024-06-30,2,1006.02,2012.04,completed,True
O02232,C1632,P040,2023-11-18,1,1092.94,1092.94,completed,True
O02233,C1962,P008,2024-06-30,5,2879.38,14396.9,returned,False
O02234,C0681,P009,2022-08-15,4,1129.91,4519.64,completed,True
O02235,C0088,P020,2023-02-22,1,3420.01,3420.01,completed,True
O02236,C0149,P009,2024-06-30,2,1293.15,2586.3,completed,True
O02237,C1637,P021,2023-05-11,1,1829.06,1829.06,completed,True
O02238,C0985,P034,2023-11-21,1,836.02,836.02,pending,False
O02239,C1512,P007,2024-06-30,1,371.19,371.19,pending,False
O02240,C1075,P025,2023-12-20,1,2422.09,2422.09,returned,False
O02241,C0296,P015,2023-06-11,1,3815.33,3815.33,returned,False
O02242,C1474,P027,2024-06-30,1,1570.19,1570.19,completed,True
O02243,C1733,P011,2024-01-22,4,3504.7,14018.8,completed,True
O02244,C1077,P012,2024-06-30,2,1276.38,2552.76,completed,True
O02245,C1510,P013,2022-06-20,3,3126.76,9380.28,pending,False
O02246,C0294,P001,2024-06-30,2,1829.34,3658.68,completed,True
O02247,C0773,P006,2022-04-03,2,1141.21,2282.42,returned,False
O02248,C0328,P036,2023-06-18,1,1346.2,1346.2,completed,True
O02249,C1571,P026,2024-06-30,2,1266.09,2532.18,returned,False
O02250,C0363,P023,2024-01-09,1,532.65,532.65,completed,True
O02251,C1152,P018,2024-04-30,1,1736.66,1736.66,pending,False
O02252,C1930,P021,2022-11-02,1,1856.36,1856.36,returned,False
O02253,C0784,P036,2024-06-30,1,1364.65,1364.65,completed,True
O02254,C1126,P029,2024-06-30,5,1164.47,5822.35,completed,True
O02255,C0130,P014,2024-06-18,1,545.42,545.42,completed,True
O02256,C1897,P038,2024-03-03,5,2678.44,13392.2,completed,True
O02257,C0668,P012,2024-06-30,1,1305.45,1305.45,pending,False
O02258,C0439,P011,2024-03-09,5,3766.56,18832.8,completed,True
O02259,C1347,P005,2024-06-30,2,1224.8,2449.6,pending,False
O02260,C0295,P011,2024-06-30,1,3549.31,3549.31,completed,True
O02261,C1617,P035,2024-01-26,1,1271.99,1271.99,completed,True
O02262,C0547,P008,2023-08-02,1,2804.8,2804.8,returned,False
O02263,C0449,P026,2022-07-17,1,1454.18,1454.18,pending,False
O02264,C0682,P017,2022-12-10,2,3196.08,6392.16,returned,False
O02265,C1252,P012,2024-06-30,4,1236.13,4944.52,pending,False
O02266,C0899,P012,2022-12-24,2,1203.91,2407.82,completed,True
O02267,C0114,P016,2024-01-20,2,3759.91,7519.82,pending,False
O02268,C1866,P008,2024-06-30,1,2832.94,2832.94,completed,True
O02269,C0284,P036,2024-06-30,4,1463.22,5852.88,completed,True
O02270,C0306,P007,2024-04-15,1,376.18,376.18,completed,True
O02271,C1123,P012,2023-06-05,1,1125.9,1125.9,pending,False
O02272,C1002,P030,2024-06-30,2,883.54,1767.08,pending,False
O02273,C0898,P014,2024-06-30,2,539.91,1079.82,completed,True
O02274,C1367,P023,2023-11-13,1,560.82,560.82,returned,False
O02275,C1893,P003,2024-06-30,1,3193.5,3193.5,completed,True
O02276,C0484,P006,2024-06-30,3,1223.74,3671.22,pending,False
O02277,C0657,P030,2024-06-30,1,930.67,930.67,completed,True
O02278,C1954,P037,2023-04-30,4,3206.52,12826.08,completed,True
O02279,C1596,P037,2024-06-30,1,3235.61,3235.61,pending,False
O02280,C1535,P002,2024-05-24,1,1047.23,1047.23,completed,True
O02281,C1339,P013,2024-05-18,1,3502.94,3502.94,completed,True
O02282,C1181,P031,2024-06-30,1,4334.98,4334.98,returned,False
O02283,C0191,P008,2024-06-30,1,2539.85,2539.85,completed,True
O02284,C1499,P008,2024-06-30,1,2570.8,2570.8,returned,False
O02285,C0840,P009,2024-06-03,1,1249.33,1249.33,completed,True
O02286,C0238,P025,2024-04-10,1,2233.13,2233.13,completed,True
O02287,C0086,P040,2023-04-21,2,1083.1,2166.2,completed,True
O02288,C1356,P029,2023-12-31,4,1081.92,4327.68,pending,False
O02289,C1530,P003,2024-05-10,1,3147.47,3147.47,returned,False
O02290,C0691,P035,2023-01-02,1,1194.9,1194.9,completed,True
O02291,C1591,P007,2024-05-09,1,402.42,402.42,completed,True
O02292,C0206,P019,2023-04-09,1,3581.95,3581.95,returned,False
O02293,C1281,P009,2024-06-30,4,1299.92,5199.68,pending,False
O02294,C1362,P009,2024-06-30,1,1185.77,1185.77,completed,True
O02295,C0036,P013,2023-10-01,2,3256.53,6513.06,completed,True
O02296,C1478,P005,2024-06-30,3,1328.49,3985.47,completed,True
O02297,C1650,P037,2023-03-18,2,2843.69,5687.38,pending,False
O02298,C1017,P007,2022-05-19,1,381.76,381.76,completed,True
O02299,C0565,P028,2024-06-30,4,2870.41,11481.64,pending,False
O02300,C0751,P020,2024-05-16,3,3362.45,10087.35,completed,True
O02301,C0532,P010,2023-03-27,1,2331.36,2331.36,completed,True
O02302,C0866,P024,2024-03-20,2,629.75,1259.5,pending,False
O02303,C1014,P004,2024-06-30,1,2591.21,2591.21,returned,False
O02304,C1473,P028,2024-04-02,1,2889.4,2889.4,returned,False
O02305,C0468,P009,2023-10-09,3,1234.44,3703.32,completed,True
O02306,C0702,P017,2024-06-30,5,2812.49,14062.45,completed,True
O02307,C0455,P019,2024-06-30,1,3294.4,3294.4,completed,True
O02308,C1262,P026,2024-04-08,5,1371.12,6855.6,returned,False
O02309,C0755,P020,2024-06-30,2,3501.97,7003.94,pending,False
O02310,C1387,P024,2024-04-03,1,667.06,667.06,completed,True
O02311,C0515,P007,2024-04-13,1,403.98,403.98,returned,False
O02312,C0890,P008,2022-02-06,1,2544.73,2544.73,completed,True
O02313,C1633,P008,2024-06-30,1,2530.17,2530.17,returned,False
O02314,C1135,P007,2024-03-06,1,370.68,370.68,completed,True
O02315,C1002,P028,2023-11-04,2,2867.95,5735.9,pending,False
O02316,C0200,P024,2024-06-30,1,595.81,595.81,completed,True
O02317,C1779,P022,2024-02-16,2,1012.88,2025.76,completed,True
O02318,C1042,P027,2023-01-10,1,1636.66,1636.66,returned,False
O02319,C1460,P022,2022-09-29,1,944.2,944.2,completed,True
O02320,C0740,P018,2024-06-30,1,1685.12,1685.12,returned,False
O02321,C0359,P013,2023-07-23,1,3363.62,3363.62,completed,True
O02322,C0715,P034,2024-06-30,2,811.31,1622.62,returned,False
O02323,C1221,P032,2023-10-10,1,2461.92,2461.92,completed,True
O02324,C0684,P013,2024-04-22,2,3143.11,6286.22,returned,False
O02325,C1889,P028,2024-03-07,4,2818.29,11273.16,completed,True
O02326,C0162,P038,2023-12-07,1,2388.83,2388.83,completed,True
O02327,C1433,P002,2024-06-30,1,1186.67,1186.67,returned,False
O02328,C0850,P007,2024-05-13,1,374.06,374.06,pending,False
O02329,C0052,P008,2022-06-15,1,2779.87,2779.87,returned,False
O02330,C0255,P003,2023-06-14,1,3396.0,3396.0,pending,False
O02331,C0484,P036,2024-06-30,1,1509.58,1509.58,completed,True
O02332,C1176,P021,2023-08-15,1,2148.91,2148.91,completed,True
O02333,C0649,P003,2024-03-27,1,3371.16,3371.16,completed,True
O02334,C1655,P020,2024-05-24,2,3633.67,7267.34,returned,False
O02335,C1904,P039,2023-09-19,2,3483.78,6967.56,completed,True
O02336,C1328,P013,2022-07-22,1,3295.55,3295.55,completed,True
O02337,C1667,P025,2024-03-15,2,2472.15,4944.3,completed,True
O02338,C0842,P007,2024-06-30,1,383.7,383.7,completed,True
O02339,C0994,P037,2024-06-30,1,2895.26,2895.26,completed,True
O02340,C1561,P028,2024-01-19,1,2956.88,2956.88,pending,False
O02341,C1372,P039,2024-02-27,1,3526.56,3526.56,completed,True
O02342,C1251,P001,2023-05-23,1,1887.06,1887.06,completed,True
O02343,C0339,P009,2024-06-30,1,1221.73,1221.73,pending,False
O02344,C0944,P011,2024-06-30,1,3577.0,3577.0,completed,True
O02345,C1354,P002,2024-02-21,2,1129.64,2259.28,completed,True
O02346,C0195,P006,2023-12-28,1,1191.68,1191.68,pending,False
O02347,C1171,P039,2024-03-02,2,3766.71,7533.42,pending,False
O02348,C0919,P008,2022-06-13,1,2715.85,2715.85,completed,True
O02349,C1497,P033,2023-11-18,2,4246.79,8493.58,pending,False
O02350,C0063,P035,2023-08-17,4,1341.13,5364.52,completed,True
O02351,C1096,P011,2023-10-28,3,3600.86,10802.58,completed,True
O02352,C1069,P015,2024-01-15,2,3548.88,7097.76,pending,False
O02353,C0766,P001,2024-06-30,2,1665.81,3331.62,completed,True
O02354,C0532,P003,2024-06-30,1,3216.1,3216.1,completed,True
O02355,C1698,P013,2023-08-19,1,3104.54,3104.54,pending,False
O02356,C0826,P006,2023-10-27,4,1159.14,4636.56,returned,False
O02357,C1382,P018,2023-09-02,3,1800.14,5400.42,returned,False
O02358,C1147,P010,2024-06-30,1,2248.03,2248.03,pending,False
O02359,C1932,P031,2024-06-30,2,3900.53,7801.06,completed,True
O02360,C1206,P015,2023-06-28,2,3443.29,6886.58,completed,True
O02361,C1619,P028,2024-06-30,1,2813.83,2813.83,returned,False
O02362,C1843,P016,2024-06-30,1,3572.73,3572.73,pending,False
O02363,C1144,P022,2023-09-04,2,994.8,1989.6,returned,False
O02364,C1190,P026,2024-06-30,1,1387.75,1387.75,pending,False
O02365,C1897,P019,2023-10-08,3,3477.19,10431.57,pending,False
O02366,C0510,P040,2023-09-11,1,1051.06,1051.06,pending,False
O02367,C0640,P005,2023-11-18,1,1207.52,1207.52,completed,True
O02368,C0210,P010,2024-06-30,1,2311.51,2311.51,pending,False
O02369,C1557,P027,2024-06-30,1,1719.75,1719.75,completed,True
O02370,C1030,P015,2024-06-30,1,3525.51,3525.51,pending,False
O02371,C0467,P003,2024-06-30,4,3117.93,12471.72,completed,True
O02372,C0810,P010,2024-06-30,5,2248.29,11241.45,returned,False
O02373,C1233,P005,2023-12-02,1,1305.1,1305.1,completed,True
O02374,C0183,P005,2024-06-30,1,1347.93,1347.93,pending,False
O02375,C1836,P023,2022-12-26,2,591.93,1183.86,completed,True
O02376,C1681,P027,2023-10-06,1,1627.48,1627.48,returned,False
O02377,C1832,P022,2023-10-16,1,977.38,977.38,completed,True
O02378,C0658,P033,2023-10-07,1,3841.96,3841.96,completed,True
O02379,C1864,P024,2023-11-13,4,609.16,2436.64,completed,True
O02380,C1015,P017,2022-07-02,1,2782.93,2782.93,completed,True
O02381,C1332,P013,2023-02-23,2,3206.26,6412.52,pending,False
O02382,C0853,P005,2024-06-30,1,1329.39,1329.39,completed,True
O02383,C1582,P009,2024-02-27,2,1247.08,2494.16,pending,False
O02384,C1543,P003,2024-03-20,2,3557.87,7115.74,completed,True
O02385,C1775,P030,2024-06-30,3,831.94,2495.82,completed,True
O02386,C0164,P018,2024-04-26,1,1871.35,1871.35,completed,True
O02387,C1613,P021,2024-01-25,2,2123.64,4247.28,returned,False
O02388,C1940,P035,2023-09-07,1,1293.91,1293.91,pending,False
O02389,C1649,P038,2024-06-30,1,2541.69,2541.69,returned,False
O02390,C0639,P025,2024-06-30,2,2448.57,4897.14,completed,True
O02391,C0671,P038,2024-04-07,1,2418.36,2418.36,completed,True
O02392,C0227,P040,2024-06-10,1,1110.14,1110.14,completed,True
O02393,C0120,P031,2024-06-30,5,4034.51,20172.55,returned,False
O02394,C1821,P003,2024-06-30,1,3081.9,3081.9,completed,True
O02395,C0866,P004,2024-06-30,1,2581.56,2581.56,pending,False
O02396,C1654,P014,2023-08-15,1,499.9,499.9,completed,True
O02397,C0205,P038,2024-06-30,1,2442.15,2442.15,completed,True
O02398,C0777,P001,2024-06-30,1,1820.63,1820.63,pending,False
O02399,C0617,P020,2023-02-11,2,3623.48,7246.96,completed,True
O02400,C0097,P025,2023-09-09,5,2446.15,12230.75,completed,True
O02401,C1609,P040,2024-06-30,1,1092.14,1092.14,completed,True
O02402,C0670,P017,2023-09-03,1,3131.92,3131.92,completed,True
O02403,C0645,P024,2024-06-30,1,626.04,626.04,pending,False
O02404,C1828,P037,2024-01-02,1,3248.43,3248.43,completed,True
O02405,C1976,P013,2023-01-07,3,3493.23,10479.69,completed,True
O02406,C0871,P016,2024-06-30,3,3624.01,10872.03,returned,False
O02407,C1794,P009,2023-09-24,3,1165.38,3496.14,returned,False
O02408,C0690,P019,2024-06-30,1,3488.8,3488.8,completed,True
O02409,C1237,P023,2023-12-28,1,508.89,508.89,returned,False
O02410,C0329,P008,2022-08-17,1,2649.04,2649.04,returned,False
O02411,C0877,P031,2024-06-30,1,3958.05,3958.05,completed,True
O02412,C1256,P025,2023-12-24,1,2213.7,2213.7,completed,True
O02413,C1453,P006,2023-03-18,1,1245.73,1245.73,pending,False
O02414,C1670,P035,2024-06-30,3,1289.05,3867.15,completed,True
O02415,C0013,P001,2024-06-30,1,1819.09,1819.09,returned,False
O02416,C0986,P032,2024-06-30,5,2465.05,12325.25,completed,True
O02417,C0355,P039,2024-06-30,4,3407.73,13630.92,completed,True
O02418,C1907,P029,2023-06-19,1,1177.91,1177.91,completed,True
O02419,C1747,P028,2024-06-30,1,2953.87,2953.87,completed,True
O02420,C0110,P034,2024-06-30,1,849.61,849.61,returned,False
O02421,C0701,P028,2023-05-21,1,2888.44,2888.44,returned,False
O02422,C1775,P004,2024-06-30,1,2480.3,2480.3,completed,True
O02423,C0755,P033,2024-03-10,1,3710.97,3710.97,pending,False
O02424,C1423,P033,2024-06-30,1,3791.22,3791.22,completed,True
O02425,C0097,P028,2022-12-15,1,2918.03,2918.03,completed,True
O02426,C1336,P022,2024-06-30,2,1080.03,2160.06,completed,True
O02427,C0229,P013,2023-02-06,1,3443.39,3443.39,returned,False
O02428,C0585,P040,2024-05-18,3,1133.5,3400.5,returned,False
O02429,C1398,P006,2023-11-17,1,1232.37,1232.37,returned,False
O02430,C1565,P016,2024-06-30,2,3789.43,7578.86,completed,True
O02431,C1003,P002,2023-08-23,1,1160.38,1160.38,pending,False
O02432,C0778,P011,2024-06-30,3,3863.63,11590.89,completed,True
O02433,C1463,P035,2023-08-12,1,1331.44,1331.44,pending,False
O02434,C1606,P016,2024-06-30,3,3555.21,10665.63,completed,True
O02435,C0068,P039,2024-04-05,5,3758.68,18793.4,completed,True
O02436,C1473,P033,2024-06-30,3,3799.89,11399.67,completed,True
O02437,C0678,P020,2024-06-30,1,3784.42,3784.42,completed,True
O02438,C1055,P026,2024-04-24,1,1358.08,1358.08,pending,False
O02439,C1854,P028,2023-09-24,1,2696.13,2696.13,completed,True
O02440,C0521,P024,2024-06-30,1,624.44,624.44,pending,False
O02441,C0431,P024,2024-06-30,2,629.32,1258.64,pending,False
O02442,C0446,P036,2024-04-01,1,1492.28,1492.28,completed,True
O02443,C0494,P039,2024-06-30,1,3508.56,3508.56,pending,False
O02444,C1050,P017,2024-06-30,4,3090.95,12363.8,pending,False
O02445,C1164,P028,2024-02-12,5,2860.25,14301.25,completed,True
O02446,C1813,P039,2024-06-30,1,3766.8,3766.8,completed,True
O02447,C0986,P009,2024-06-30,3,1149.51,3448.53,returned,False
O02448,C1395,P017,2024-06-30,1,2753.51,2753.51,completed,True
O02449,C1766,P035,2024-06-30,2,1236.3,2472.6,completed,True
O02450,C0359,P009,2023-12-28,4,1294.31,5177.24,completed,True
O02451,C1214,P011,2024-06-30,2,3475.48,6950.96,completed,True
O02452,C0310,P036,2023-07-28,1,1433.17,1433.17,completed,True
O02453,C1933,P014,2024-06-30,5,522.59,2612.95,pending,False
O02454,C1893,P037,2024-06-26,2,2884.85,5769.7,completed,True
O02455,C0249,P008,2024-05-05,1,2620.55,2620.55,completed,True
O02456,C0034,P034,2022-10-18,1,809.6,809.6,completed,True
O02457,C0093,P033,2022-05-26,3,4011.3,12033.9,pending,False
O02458,C1884,P031,2024-06-30,2,3949.43,7898.86,pending,False
O02459,C0172,P013,2024-06-30,1,3488.69,3488.69,completed,True
O02460,C0127,P036,2023-07-03,1,1416.0,1416.0,completed,True
O02461,C1314,P038,2022-12-10,2,2310.71,4621.42,returned,False
O02462,C0566,P036,2023-03-10,2,1386.59,2773.18,completed,True
O02463,C0837,P021,2024-06-30,3,2082.04,6246.12,completed,True
O02464,C0008,P002,2023-08-18,1,1145.92,1145.92,completed,True
O02465,C0008,P018,2024-02-09,4,1901.42,7605.68,pending,False
O02466,C0777,P005,2024-06-30,1,1363.13,1363.13,completed,True
O02467,C0893,P025,2024-06-30,1,2218.69,2218.69,completed,True
O02468,C1854,P026,2024-06-30,4,1312.74,5250.96,completed,True
O02469,C1452,P015,2022-06-19,5,3293.91,16469.55,returned,False
O02470,C1110,P007,2023-08-25,1,404.47,404.47,pending,False
O02471,C0551,P031,2023-12-19,1,4286.13,4286.13,completed,True
O02472,C1584,P013,2024-06-30,1,3354.5,3354.5,completed,True
O02473,C1135,P025,2023-12-06,2,2401.87,4803.74,pending,False
O02474,C0830,P025,2024-06-24,2,2485.64,4971.28,pending,False
O02475,C0480,P028,2024-02-19,2,2856.72,5713.44,pending,False
O02476,C0243,P034,2024-06-30,5,839.65,4198.25,returned,False
O02477,C1601,P005,2024-01-12,1,1252.76,1252.76,pending,False
O02478,C0879,P024,2024-06-30,1,588.58,588.58,returned,False
O02479,C1837,P002,2024-06-30,2,1054.0,2108.0,completed,True
O02480,C1932,P009,2023-02-02,1,1268.39,1268.39,completed,True
O02481,C0931,P034,2024-06-30,2,862.3,1724.6,completed,True
O02482,C0779,P020,2023-12-14,5,3607.78,18038.9,completed,True
O02483,C1559,P024,2024-04-23,4,677.03,2708.12,returned,False
O02484,C0740,P033,2024-06-30,1,4242.15,4242.15,returned,False
O02485,C0997,P019,2024-06-30,2,3646.73,7293.46,completed,True
O02486,C1000,P025,2024-03-11,2,2485.31,4970.62,completed,True
O02487,C1110,P036,2024-06-30,1,1362.21,1362.21,pending,False
O02488,C0825,P028,2023-12-19,1,2691.72,2691.72,pending,False
O02489,C1932,P022,2024-03-07,2,948.6,1897.2,completed,True
O02490,C1662,P017,2024-06-30,2,2912.84,5825.68,completed,True
O02491,C0216,P023,2024-02-24,2,537.28,1074.56,completed,True
O02492,C0654,P033,2024-06-30,1,4170.15,4170.15,completed,True
O02493,C0259,P032,2023-09-06,3,2712.83,8138.49,completed,True
O02494,C1922,P005,2022-02-21,2,1221.34,2442.68,completed,True
O02495,C0840,P004,2023-11-20,1,2422.97,2422.97,completed,True
O02496,C0571,P012,2024-06-30,2,1298.42,2596.84,pending,False
O02497,C0672,P001,2024-03-07,1,1789.04,1789.04,pending,False
O02498,C0375,P017,2024-06-30,2,2851.97,5703.94,completed,True
O02499,C0860,P025,2024-06-30,4,2392.15,9568.6,completed,True
O02500,C0013,P005,2024-06-30,1,1248.7,1248.7,pending,False
O02501,C1314,P004,2024-06-30,1,2572.64,2572.64,completed,True
O02502,C1251,P030,2022-08-22,4,826.75,3307.0,completed,True
O02503,C0646,P028,2023-05-17,1,3022.98,3022.98,completed,True
O02504,C0466,P004,2024-06-30,3,2392.01,7176.03,completed,True
O02505,C0068,P005,2024-06-22,3,1298.96,3896.88,completed,True
O02506,C0010,P017,2024-06-30,4,3136.64,12546.56,completed,True
O02507,C1797,P037,2024-06-30,3,3056.45,9169.35,completed,True
O02508,C1432,P015,2024-06-30,3,3374.83,10124.49,pending,False
O02509,C1069,P027,2023-11-30,2,1727.05,3454.1,returned,False
O02510,C0706,P039,2024-05-02,1,3746.06,3746.06,completed,True
O02511,C0847,P040,2023-05-30,3,1095.18,3285.54,completed,True
O02512,C0972,P020,2023-07-14,3,3334.78,10004.34,completed,True
O02513,C0073,P022,2024-06-30,1,994.43,994.43,pending,False
O02514,C1360,P026,2024-06-30,1,1287.23,1287.23,returned,False
O02515,C1828,P014,2024-06-30,5,545.12,2725.6,completed,True
O02516,C0897,P034,2024-06-30,3,861.34,2584.02,completed,True
O02517,C1785,P027,2024-03-22,2,1680.7,3361.4,completed,True
O02518,C1118,P003,2024-06-30,2,3284.65,6569.3,pending,False
O02519,C1123,P017,2023-07-07,4,3185.39,12741.56,pending,False
O02520,C0400,P020,2024-06-30,5,3471.25,17356.25,completed,True
O02521,C0784,P020,2024-06-30,1,3366.83,3366.83,completed,True
O02522,C0678,P004,2024-06-30,1,2519.04,2519.04,completed,True
O02523,C1444,P026,2024-01-08,1,1383.33,1383.33,completed,True
O02524,C0164,P026,2024-02-05,1,1371.16,1371.16,completed,True
O02525,C1217,P035,2022-07-16,4,1342.79,5371.16,completed,True
O02526,C0220,P032,2024-02-21,2,2542.31,5084.62,completed,True
O02527,C1365,P007,2024-06-30,4,359.68,1438.72,completed,True
O02528,C0206,P033,2024-04-24,4,3689.73,14758.92,completed,True
O02529,C0292,P019,2024-06-18,2,3516.81,7033.62,returned,False
O02530,C0111,P012,2024-06-30,1,1121.83,1121.83,pending,False
O02531,C0760,P021,2023-08-01,3,2127.85,6383.55,completed,True
O02532,C1398,P001,2022-08-20,4,1841.78,7367.12,completed,True
O02533,C0897,P037,2024-06-30,1,3252.84,3252.84,completed,True
O02534,C0324,P004,2024-06-30,1,2381.63,2381.63,completed,True
O02535,C1768,P023,2022-11-22,5,562.35,2811.75,pending,False
O02536,C0532,P040,2024-04-04,1,1081.61,1081.61,completed,True
O02537,C1958,P007,2024-06-30,3,397.38,1192.14,completed,True
O02538,C0950,P036,2024-06-30,1,1424.17,1424.17,pending,False
O02539,C1381,P002,2024-06-30,4,1130.71,4522.84,completed,True
O02540,C0099,P026,2022-08-14,1,1396.01,1396.01,completed,True
O02541,C1987,P001,2024-06-30,1,1908.78,1908.78,completed,True
O02542,C0007,P023,2023-12-19,1,506.91,506.91,completed,True
O02543,C0878,P033,2024-01-31,2,4251.73,8503.46,completed,True
O02544,C0132,P035,2023-05-05,1,1283.74,1283.74,completed,True
O02545,C1957,P022,2023-09-24,4,1038.18,4152.72,completed,True
O02546,C1966,P023,2024-06-30,1,570.83,570.83,completed,True
O02547,C1405,P022,2024-05-07,1,996.01,996.01,completed,True
O02548,C0069,P027,2023-01-20,5,1726.03,8630.15,pending,False
O02549,C0027,P002,2024-04-09,1,1088.23,1088.23,pending,False
O02550,C0121,P035,2023-10-29,1,1248.13,1248.13,completed,True
O02551,C0091,P016,2024-06-30,5,3702.91,18514.55,completed,True
O02552,C1468,P013,2023-08-20,2,3214.56,6429.12,pending,False
O02553,C1432,P015,2024-06-30,1,3521.15,3521.15,returned,False
O02554,C0773,P022,2022-09-02,1,972.31,972.31,completed,True
O02555,C1697,P005,2023-09-28,1,1380.23,1380.23,completed,True
O02556,C0523,P026,2022-12-20,1,1270.2,1270.2,pending,False
O02557,C0522,P038,2022-07-27,1,2367.09,2367.09,pending,False
O02558,C1439,P015,2023-10-16,3,3471.8,10415.4,completed,True
O02559,C0143,P003,2023-10-04,2,3389.58,6779.16,returned,False
O02560,C1719,P003,2024-06-30,1,3047.11,3047.11,pending,False
O02561,C1139,P033,2024-06-30,1,3637.98,3637.98,completed,True
O02562,C0182,P026,2024-05-09,1,1421.77,1421.77,pending,False
O02563,C1900,P019,2024-02-08,4,3453.13,13812.52,returned,False
O02564,C0685,P036,2023-11-08,3,1468.92,4406.76,completed,True
O02565,C1756,P012,2024-04-02,1,1234.13,1234.13,pending,False
O02566,C1580,P020,2024-06-30,1,3313.78,3313.78,completed,True
O02567,C0859,P012,2024-01-19,3,1291.56,3874.68,completed,True
O02568,C0938,P023,2023-10-29,2,511.03,1022.06,returned,False
O02569,C0949,P039,2023-07-28,1,3718.23,3718.23,completed,True
O02570,C0187,P011,2023-12-13,1,3777.82,3777.82,completed,True
O02571,C0371,P028,2024-01-14,2,2694.28,5388.56,pending,False
O02572,C1486,P011,2024-06-30,1,3869.03,3869.03,pending,False
O02573,C1610,P034,2022-10-08,2,816.88,1633.76,completed,True
O02574,C1406,P037,2023-05-31,1,2833.0,2833.0,completed,True
O02575,C1031,P014,2024-06-30,2,506.97,1013.94,pending,False
O02576,C0168,P021,2024-06-30,2,1976.8,3953.6,returned,False
O02577,C0343,P007,2024-06-30,1,385.69,385.69,completed,True
O02578,C1537,P016,2023-07-29,1,3861.79,3861.79,pending,False
O02579,C1758,P005,2024-01-03,2,1253.68,2507.36,completed,True
O02580,C1042,P031,2024-06-30,4,4414.77,17659.08,completed,True
O02581,C0680,P004,2023-12-31,2,2746.21,5492.42,completed,True
O02582,C0345,P011,2024-04-22,1,3439.8,3439.8,completed,True
O02583,C1260,P035,2024-05-09,1,1347.76,1347.76,completed,True
O02584,C0278,P010,2024-05-14,1,2015.66,2015.66,completed,True
O02585,C0998,P014,2023-09-01,2,557.02,1114.04,pending,False
O02586,C1532,P005,2023-11-08,1,1373.62,1373.62,completed,True
O02587,C1183,P013,2024-06-30,2,3421.91,6843.82,completed,True
O02588,C0262,P014,2023-11-09,5,502.3,2511.5,completed,True
O02589,C0449,P009,2022-06-16,2,1227.86,2455.72,completed,True
O02590,C1425,P016,2024-06-30,1,3518.6,3518.6,completed,True
O02591,C1031,P027,2024-02-28,1,1581.45,1581.45,completed,True
O02592,C0811,P001,2023-05-14,2,1887.73,3775.46,completed,True
